listener_id,total_minutes,avg_completion,sessions,segment
87,233,49.166666666666664,6,2
88,411,55.44444444444444,9,0
89,454,64.91666666666667,12,0
90,337,64.71428571428571,7,2
91,415,64.33333333333333,9,0
92,540,67.0,10,0
93,300,45.833333333333336,6,2
94,356,76.0,6,2
95,491,55.916666666666664,12,0
96,459,72.4,10,0
97,651,67.16666666666667,12,1
98,448,50.72727272727273,11,0
99,384,73.85714285714286,7,0
100,445,63.8,10,0
101,630,77.36363636363636,11,1
102,506,82.5,8,0
103,408,51.0,8,0
104,530,58.416666666666664,12,0
105,324,56.125,8,2
106,330,77.66666666666667,6,2
107,692,66.86666666666666,15,1
108,493,64.9,10,0
109,322,46.36363636363637,11,2
110,451,51.4,10,0
111,297,76.42857142857143,7,2
112,406,60.42857142857143,7,0
113,455,51.77777777777778,9,0
114,292,66.83333333333333,6,2
115,483,68.1,10,0
116,442,65.125,8,0
117,600,57.61538461538461,13,1
118,699,61.2,15,1
119,518,57.07692307692308,13,0
120,249,57.333333333333336,6,2
121,302,46.6,10,2
122,329,48.77777777777778,9,2
123,445,67.54545454545455,11,0
124,417,63.9,10,0
125,577,70.5,12,0
126,210,61.142857142857146,7,2
127,232,77.2,5,2
128,404,52.1,10,0
129,693,68.8,15,1
130,497,53.285714285714285,14,0
131,521,69.44444444444444,9,0
132,228,49.285714285714285,7,2
133,537,73.0,10,0
134,441,76.125,8,0
135,290,62.42857142857143,7,2
136,232,66.16666666666667,6,2
137,369,68.0,8,2
138,194,65.2,5,2
139,226,31.11111111111111,9,2
140,523,57.0,12,0
141,86,36.75,4,2
142,341,46.22222222222222,9,2
143,430,66.33333333333333,9,0
144,339,80.4,5,2
145,550,53.916666666666664,12,0
146,346,69.375,8,2
147,760,75.57142857142857,14,1
148,413,67.2,10,0
149,428,54.4,10,0
150,347,60.77777777777778,9,2
151,148,68.0,4,2
152,405,66.75,8,0
153,631,64.91666666666667,12,1
154,550,69.2,10,0
155,494,66.27272727272727,11,0
156,548,63.1,10,0
157,517,53.15384615384615,13,0
158,782,73.07692307692308,13,1
159,511,62.666666666666664,12,0
160,200,60.0,4,2
161,475,61.84615384615385,13,0
162,524,63.0,12,0
163,611,73.7,10,1
164,677,75.61538461538461,13,1
165,516,70.81818181818181,11,0
166,463,63.666666666666664,9,0
167,355,57.25,8,2
168,180,61.0,4,2
169,237,67.66666666666667,6,2
170,579,72.9,10,1
171,666,62.285714285714285,14,1
172,615,76.9090909090909,11,1
173,629,72.18181818181819,11,1
174,313,77.8,5,2
175,377,47.4,10,0
176,558,67.0,12,0
177,583,63.214285714285715,14,1
178,448,58.5,10,0
179,521,62.5,12,0
180,411,67.125,8,0
181,285,73.2,5,2
182,422,54.5,10,0
183,232,53.4,5,2
184,481,64.0,10,0
185,510,49.285714285714285,14,0
186,610,73.08333333333333,12,1
187,334,66.71428571428571,7,2
188,385,64.77777777777777,9,0
189,619,61.8,15,1
190,761,77.75,12,1
191,174,62.0,4,2
192,326,41.0,10,2
193,518,79.6,10,0
194,554,60.666666666666664,12,0
195,247,54.5,6,2
196,288,46.4,10,2
197,240,57.6,5,2
198,170,50.2,5,2
199,607,69.58333333333333,12,1
200,446,64.3,10,0
201,630,66.38461538461539,13,1
202,556,68.81818181818181,11,0
203,549,73.9090909090909,11,0
204,216,55.42857142857143,7,2
205,351,75.375,8,2
206,354,63.714285714285715,7,2
207,153,63.25,4,2
208,566,71.5,10,0
209,380,44.90909090909091,11,0
210,263,66.6,5,2
211,605,82.54545454545455,11,1
212,337,63.375,8,2
213,493,49.0,13,0
214,282,57.44444444444444,9,2
215,237,62.0,6,2
216,1011,68.15789473684211,19,1
217,261,69.0,5,2
218,486,52.36363636363637,11,0
219,199,82.66666666666667,3,2
220,486,70.2,10,0
221,438,67.75,8,0
222,600,68.45454545454545,11,1
223,422,55.4,10,0
224,384,69.57142857142857,7,0
225,741,75.2,15,1
226,672,63.69230769230769,13,1
227,521,63.45454545454545,11,0
228,316,72.0,7,2
229,358,57.625,8,2
230,295,83.4,5,2
231,522,63.84615384615385,13,0
232,272,64.33333333333333,6,2
233,277,64.42857142857143,7,2
234,314,58.857142857142854,7,2
235,319,76.33333333333333,6,2
236,453,58.6,10,0
237,470,47.25,12,0
238,668,61.5,14,1
239,706,60.64705882352941,17,1
240,461,57.416666666666664,12,0
241,550,69.0909090909091,11,0
242,355,71.42857142857143,7,2
243,399,56.77777777777778,9,0
244,476,71.55555555555556,9,0
245,221,63.333333333333336,6,2
246,214,43.714285714285715,7,2
247,426,54.583333333333336,12,0
248,457,64.8,10,0
249,440,65.22222222222223,9,0
250,461,59.0,12,0
251,439,51.266666666666666,15,0
252,726,67.07142857142857,14,1
253,648,58.57142857142857,14,1
254,552,65.66666666666667,12,0
255,615,58.25,12,1
256,531,67.2,10,0
257,415,52.76923076923077,13,0
258,355,76.85714285714286,7,2
259,328,55.125,8,2
260,528,57.75,12,0
261,383,59.5,8,0
262,680,58.733333333333334,15,1
263,359,72.83333333333333,6,2
264,389,55.9,10,0
265,409,55.0,10,0
266,578,80.81818181818181,11,1
267,528,68.4,10,0
268,438,60.0,10,0
269,290,45.666666666666664,9,2
270,468,70.4,10,0
271,493,50.666666666666664,15,0
272,536,83.88888888888889,9,0
273,287,47.77777777777778,9,2
274,303,54.25,8,2
275,190,36.5,6,2
276,444,58.6,10,0
277,380,70.88888888888889,9,0
278,586,57.357142857142854,14,1
279,492,61.9,10,0
280,455,68.75,8,0
281,507,69.875,8,0
282,467,77.25,8,0
283,137,36.142857142857146,7,2
284,615,64.16666666666667,12,1
285,556,77.11111111111111,9,0
286,449,52.81818181818182,11,0
287,408,49.875,8,0
288,465,63.4,10,0
289,440,83.375,8,0
290,465,51.3,10,0
291,417,50.75,12,0
292,372,63.875,8,0
293,370,60.125,8,2
294,787,69.5,16,1
295,293,50.333333333333336,9,2
296,365,67.11111111111111,9,2
297,371,51.09090909090909,11,2
298,326,77.28571428571429,7,2
299,434,61.5,10,0
300,305,60.833333333333336,6,2
301,606,61.76923076923077,13,1
302,345,59.111111111111114,9,2
303,380,65.25,8,0
304,477,59.666666666666664,9,0
305,615,62.0,14,1
306,512,59.36363636363637,11,0
307,785,65.6875,16,1
308,504,70.63636363636364,11,0
309,703,63.4375,16,1
310,648,68.91666666666667,12,1
311,348,54.0,9,2
312,516,68.0909090909091,11,0
313,342,68.375,8,2
314,299,48.333333333333336,9,2
315,342,54.875,8,2
316,209,51.4,5,2
317,317,56.0,7,2
318,408,54.166666666666664,12,0
319,375,41.9,10,0
320,66,38.333333333333336,3,2
321,399,62.7,10,0
322,616,64.92307692307692,13,1
323,267,52.0,7,2
324,548,65.41666666666667,12,0
325,320,57.888888888888886,9,2
326,629,51.0625,16,1
327,500,58.09090909090909,11,0
328,449,52.583333333333336,12,0
329,424,59.125,8,0
330,284,67.16666666666667,6,2
331,376,69.71428571428571,7,0
332,509,82.5,10,0
333,577,72.0,10,0
334,269,52.57142857142857,7,2
335,655,66.28571428571429,14,1
336,495,72.5,12,0
337,436,59.9,10,0
338,433,65.72727272727273,11,0
339,515,61.6,10,0
340,516,84.22222222222223,9,0
341,329,72.83333333333333,6,2
342,650,59.57142857142857,14,1
343,538,58.666666666666664,12,0
344,482,59.25,12,0
345,344,55.666666666666664,9,2
346,451,65.1,10,0
347,612,70.63636363636364,11,1
348,374,70.625,8,0
349,594,53.86666666666667,15,1
350,140,52.0,5,2
351,390,54.3,10,0
352,223,57.4,5,2
353,431,65.83333333333333,12,0
354,641,77.33333333333333,12,1
355,296,84.5,4,2
356,832,74.93333333333334,15,1
357,372,67.71428571428571,7,0
358,517,66.18181818181819,11,0
359,357,48.55555555555556,9,2
360,418,63.4,10,0
361,517,66.81818181818181,11,0
362,402,72.0,7,0
363,513,59.916666666666664,12,0
364,733,70.64285714285714,14,1
365,489,53.666666666666664,12,0
366,655,65.15384615384616,13,1
367,310,43.55555555555556,9,2
368,270,47.42857142857143,7,2
369,310,57.25,8,2
370,391,46.27272727272727,11,0
371,206,47.6,5,2
372,434,51.666666666666664,12,0
373,414,58.6,10,0
374,377,71.25,8,0
375,721,62.94117647058823,17,1
376,337,52.375,8,2
377,506,44.57142857142857,14,0
378,447,57.1,10,0
379,192,65.0,5,2
380,475,67.8,10,0
381,645,72.84615384615384,13,1
382,417,73.25,8,0
383,483,54.90909090909091,11,0
384,213,43.666666666666664,6,2
385,472,57.2,10,0
386,441,60.44444444444444,9,0
387,607,60.625,16,1
388,677,79.72727272727273,11,1
389,395,54.55555555555556,9,0
390,349,55.375,8,2
391,337,76.14285714285714,7,2
392,485,59.333333333333336,12,0
393,257,67.28571428571429,7,2
394,331,48.90909090909091,11,2
395,221,41.666666666666664,6,2
396,359,63.142857142857146,7,2
397,840,68.4,15,1
398,322,61.166666666666664,6,2
399,286,84.4,5,2
400,279,63.0,5,2
401,415,75.125,8,0
402,578,50.857142857142854,14,1
403,596,64.53846153846153,13,1
404,484,68.44444444444444,9,0
405,566,68.91666666666667,12,0
406,476,50.25,12,0
407,369,48.44444444444444,9,2
408,432,71.0,10,0
409,419,63.125,8,0
410,789,60.705882352941174,17,1
411,464,63.1,10,0
412,423,58.25,12,0
413,291,47.142857142857146,7,2
414,366,68.42857142857143,7,2
415,662,66.0,12,1
416,368,70.75,8,2
417,557,73.0,10,0
418,514,67.15384615384616,13,0
419,632,74.66666666666667,12,1
420,296,73.16666666666667,6,2
421,499,53.57142857142857,14,0
422,395,76.625,8,0
423,463,67.5,8,0
424,259,53.0,9,2
425,695,74.6923076923077,13,1
426,295,77.42857142857143,7,2
427,313,69.28571428571429,7,2
428,664,58.785714285714285,14,1
429,344,51.09090909090909,11,2
430,496,63.36363636363637,11,0
431,463,51.36363636363637,11,0
432,214,46.285714285714285,7,2
433,642,65.84615384615384,13,1
434,364,71.375,8,2
435,552,62.5,12,0
436,592,64.66666666666667,12,1
437,686,88.9090909090909,11,1
438,657,68.81818181818181,11,1
439,518,74.88888888888889,9,0
440,276,48.22222222222222,9,2
441,582,52.53846153846154,13,1
442,353,47.45454545454545,11,2
443,591,76.75,12,1
444,449,66.6,10,0
445,463,63.9,10,0
446,594,80.54545454545455,11,1
447,518,69.22222222222223,9,0
448,585,64.76923076923077,13,1
449,594,65.58333333333333,12,1
450,689,72.61538461538461,13,1
451,442,86.57142857142857,7,0
452,297,75.2,5,2
453,634,75.5,10,1
454,408,43.54545454545455,11,0
455,214,75.5,4,2
456,478,61.0,11,0
457,310,65.0,6,2
458,459,57.7,10,0
459,743,59.23529411764706,17,1
460,538,66.33333333333333,12,0
461,474,81.0,9,0
462,465,61.2,10,0
463,216,53.333333333333336,6,2
464,480,54.61538461538461,13,0
465,499,69.5,10,0
466,272,43.3,10,2
467,460,48.09090909090909,11,0
468,595,62.583333333333336,12,1
469,65,51.5,4,2
470,451,64.875,8,0
471,932,82.46666666666667,15,1
472,511,80.77777777777777,9,0
473,399,73.33333333333333,9,0
474,216,58.0,6,2
475,528,69.27272727272727,11,0
476,302,37.888888888888886,9,2
477,448,76.125,8,0
478,594,71.16666666666667,12,1
479,446,77.25,8,0
480,702,76.07692307692308,13,1
481,554,66.72727272727273,11,0
482,417,60.1,10,0
483,689,69.46153846153847,13,1
484,460,70.6,10,0
485,243,75.4,5,2
486,647,54.9375,16,1
487,528,60.09090909090909,11,0
488,699,59.46666666666667,15,1
489,507,50.833333333333336,12,0
490,414,81.42857142857143,7,0
491,535,65.5,10,0
492,319,51.125,8,2
493,359,60.44444444444444,9,2
494,357,93.5,6,2
495,334,51.63636363636363,11,2
496,358,60.375,8,2
497,340,49.125,8,2
498,706,71.85714285714286,14,1
499,985,71.11111111111111,18,1
500,233,60.166666666666664,6,2
501,236,43.285714285714285,7,2
502,317,58.625,8,2
503,630,70.66666666666667,12,1
504,611,69.08333333333333,12,1
505,564,52.06666666666667,15,0
506,181,60.666666666666664,6,2
507,273,51.125,8,2
508,373,55.333333333333336,9,0
509,665,56.07692307692308,13,1
510,458,68.66666666666667,9,0
511,606,77.5,12,1
512,288,51.714285714285715,7,2
513,521,59.666666666666664,12,0
514,510,74.11111111111111,9,0
515,444,75.875,8,0
516,486,80.5,8,0
517,796,76.0,14,1
518,943,72.29411764705883,17,1
519,403,65.75,8,0
520,496,59.2,10,0
521,875,64.6470588235294,17,1
522,704,75.36363636363636,11,1
523,77,22.5,6,2
524,681,69.78571428571429,14,1
525,587,62.84615384615385,13,1
526,135,82.66666666666667,3,2
527,534,59.07692307692308,13,0
528,232,37.57142857142857,7,2
529,407,82.0,8,0
530,360,42.833333333333336,12,2
531,558,65.27272727272727,11,0
532,511,62.45454545454545,11,0
533,405,49.36363636363637,11,0
534,516,70.72727272727273,11,0
535,411,60.3,10,0
536,521,71.9,10,0
537,407,61.111111111111114,9,0
538,575,62.72727272727273,11,0
539,198,62.0,5,2
540,425,84.375,8,0
541,510,58.23076923076923,13,0
542,268,62.8,5,2
543,417,62.375,8,0
544,456,51.75,12,0
545,174,81.0,4,2
546,208,62.2,5,2
547,488,78.5,10,0
548,351,62.857142857142854,7,2
549,355,52.875,8,2
550,544,67.45454545454545,11,0
551,634,61.875,16,1
552,381,43.25,12,0
553,708,65.0625,16,1
554,412,67.44444444444444,9,0
555,316,50.888888888888886,9,2
556,564,81.0,9,0
557,237,82.0,4,2
558,304,49.285714285714285,7,2
559,137,44.333333333333336,3,2
560,378,75.0,7,0
561,665,57.5625,16,1
562,435,70.71428571428571,7,0
563,202,33.857142857142854,7,2
564,367,61.5,8,2
565,158,47.25,4,2
566,177,50.0,5,2
567,502,71.11111111111111,9,0
568,458,73.8,10,0
569,502,64.6,10,0
570,521,66.6923076923077,13,0
571,266,64.0,5,2
572,281,53.111111111111114,9,2
573,315,59.0,6,2
574,488,59.61538461538461,13,0
575,436,64.4,10,0
576,474,49.15384615384615,13,0
577,626,81.77777777777777,9,1
578,489,61.0,11,0
579,393,57.3,10,0
580,435,60.625,8,0
581,215,48.285714285714285,7,2
582,354,56.2,10,2
583,374,61.625,8,0
584,298,38.2,10,2
585,613,57.125,16,1
586,352,65.0,8,2
587,382,55.25,8,0
588,768,65.78571428571429,14,1
589,274,62.125,8,2
590,560,75.33333333333333,12,0
591,313,56.714285714285715,7,2
592,437,68.1,10,0
593,432,62.875,8,0
594,455,88.22222222222223,9,0
595,88,44.75,4,2
596,514,60.333333333333336,12,0
597,523,64.5,12,0
598,399,68.33333333333333,9,0
599,325,63.57142857142857,7,2
600,249,56.125,8,2
601,654,61.84615384615385,13,1
602,564,72.8,10,0
603,337,48.57142857142857,7,2
604,442,63.18181818181818,11,0
605,716,58.75,16,1
606,216,75.0,4,2
607,361,73.125,8,2
608,652,67.64285714285714,14,1
609,471,63.333333333333336,9,0
610,231,49.666666666666664,6,2
611,939,60.95238095238095,21,1
612,302,72.5,8,2
613,426,57.333333333333336,9,0
614,406,48.90909090909091,11,0
615,505,54.0,11,0
616,431,53.76923076923077,13,0
617,578,66.83333333333333,12,1
618,556,44.06666666666667,15,0
619,235,53.0,6,2
620,232,56.666666666666664,6,2
621,257,64.16666666666667,6,2
622,369,49.75,12,2
623,371,65.25,8,2
624,331,65.0,9,2
625,518,67.88888888888889,9,0
626,588,64.85714285714286,14,1
627,581,67.9,10,1
628,572,71.0,12,0
629,389,62.3,10,0
630,870,67.4,15,1
631,347,52.55555555555556,9,2
632,533,70.1,10,0
633,214,27.7,10,2
634,333,87.57142857142857,7,2
635,548,74.3,10,0
636,300,79.5,6,2
637,107,36.5,4,2
638,695,62.2,15,1
639,257,43.75,8,2
640,352,69.71428571428571,7,2
641,532,63.666666666666664,12,0
642,630,57.86666666666667,15,1
643,529,56.38461538461539,13,0
644,504,69.54545454545455,11,0
645,389,60.111111111111114,9,0
646,442,76.125,8,0
647,368,61.857142857142854,7,2
648,251,63.6,5,2
649,243,56.833333333333336,6,2
650,518,61.583333333333336,12,0
651,476,54.27272727272727,11,0
652,763,60.05882352941177,17,1
653,597,75.33333333333333,9,1
654,389,59.0,10,0
655,340,64.71428571428571,7,2
656,243,45.75,8,2
657,539,67.84615384615384,13,0
658,294,48.25,8,2
659,452,69.3,10,0
660,585,56.75,16,1
661,740,68.5,12,1
662,342,79.33333333333333,6,2
663,645,61.142857142857146,14,1
664,383,49.111111111111114,9,0
665,520,57.45454545454545,11,0
666,447,59.0,9,0
667,420,60.0,8,0
668,532,70.0,9,0
669,301,49.0,8,2
670,426,79.28571428571429,7,0
671,392,55.7,10,0
672,577,59.06666666666667,15,0
673,411,72.1,10,0
674,206,67.0,6,2
675,323,80.6,5,2
676,328,67.71428571428571,7,2
677,355,63.5,6,2
678,547,62.285714285714285,14,0
679,428,81.22222222222223,9,0
680,549,86.0,9,0
681,341,45.111111111111114,9,2
682,342,58.375,8,2
683,721,71.84615384615384,13,1
684,547,48.07692307692308,13,0
685,578,52.4,15,1
686,384,70.25,8,0
687,471,55.46153846153846,13,0
688,533,78.11111111111111,9,0
689,494,57.333333333333336,12,0
690,392,70.875,8,0
691,599,55.411764705882355,17,1
692,403,73.75,8,0
693,232,51.0,6,2
694,382,63.75,8,0
695,618,69.92857142857143,14,1
696,269,53.5,6,2
697,745,65.66666666666667,15,1
698,521,69.81818181818181,11,0
699,552,48.84615384615385,13,0
700,632,58.13333333333333,15,1
701,318,75.16666666666667,6,2
702,585,53.42857142857143,14,1
703,554,55.42857142857143,14,0
704,438,64.75,8,0
705,381,62.75,8,0
706,475,64.58333333333333,12,0
707,592,73.36363636363636,11,1
708,474,71.72727272727273,11,0
709,521,59.84615384615385,13,0
710,316,42.666666666666664,9,2
711,399,53.916666666666664,12,0
712,470,61.1,10,0
713,599,85.88888888888889,9,1
714,821,61.11764705882353,17,1
715,479,68.0,10,0
716,659,76.41666666666667,12,1
717,242,61.857142857142854,7,2
718,1051,79.22222222222223,18,1
719,444,55.4,10,0
720,415,58.125,8,0
721,423,66.0,9,0
722,202,72.0,5,2
723,594,66.66666666666667,12,1
724,308,57.875,8,2
725,306,68.66666666666667,6,2
726,151,31.333333333333332,6,2
727,464,66.45454545454545,11,0
728,426,48.416666666666664,12,0
729,447,63.09090909090909,11,0
730,350,63.22222222222222,9,2
731,469,55.63636363636363,11,0
732,658,89.36363636363636,11,1
733,308,79.16666666666667,6,2
734,705,60.625,16,1
735,510,55.63636363636363,11,0
736,609,67.06666666666666,15,1
737,369,60.0,11,2
738,489,61.1,10,0
739,351,48.4,10,2
740,374,51.27272727272727,11,0
741,402,64.22222222222223,9,0
742,353,40.666666666666664,12,2
743,675,73.0,12,1
744,315,43.77777777777778,9,2
745,710,67.61538461538461,13,1
746,414,56.6,10,0
747,189,47.142857142857146,7,2
748,427,80.5,8,0
749,883,80.375,16,1
750,335,54.9,10,2
751,430,74.85714285714286,7,0
752,92,32.5,4,2
753,346,67.0,7,2
754,212,63.333333333333336,6,2
755,616,65.08333333333333,12,1
756,636,69.9090909090909,11,1
757,226,67.4,5,2
758,649,80.91666666666667,12,1
759,790,74.06666666666666,15,1
760,269,74.2,5,2
761,515,71.0,9,0
762,259,53.285714285714285,7,2
763,299,57.857142857142854,7,2
764,395,40.666666666666664,12,0
765,367,47.36363636363637,11,2
766,659,66.35714285714286,14,1
767,133,57.333333333333336,3,2
768,277,63.166666666666664,6,2
769,401,67.77777777777777,9,0
770,425,62.3,10,0
771,427,71.55555555555556,9,0
772,594,63.63636363636363,11,1
773,388,89.28571428571429,7,0
774,402,51.8,10,0
775,494,67.7,10,0
776,585,61.214285714285715,14,1
777,227,39.142857142857146,7,2
778,535,78.11111111111111,9,0
779,334,55.0,8,2
780,360,50.888888888888886,9,2
781,550,55.214285714285715,14,0
782,210,54.166666666666664,6,2
783,291,71.5,6,2
784,591,70.66666666666667,12,1
785,444,63.22222222222222,9,0
786,351,82.0,7,2
787,367,79.5,6,2
788,1001,71.52941176470588,17,1
789,580,80.77777777777777,9,1
790,420,53.4,10,0
791,566,72.83333333333333,12,0
792,354,58.09090909090909,11,2
793,372,55.7,10,0
794,685,69.58333333333333,12,1
795,210,51.0,6,2
796,544,70.0,10,0
797,545,59.357142857142854,14,0
798,565,51.142857142857146,14,0
799,432,73.22222222222223,9,0
800,598,50.07142857142857,14,1
801,600,58.61538461538461,13,1
802,181,100.0,3,2
803,274,89.25,4,2
804,553,65.91666666666667,12,0
805,557,61.90909090909091,11,0
806,423,66.55555555555556,9,0
807,528,74.44444444444444,9,0
808,309,54.0,9,2
809,775,78.33333333333333,12,1
810,463,62.916666666666664,12,0
811,721,60.42857142857143,14,1
812,427,60.125,8,0
813,581,58.333333333333336,12,1
814,797,62.36842105263158,19,1
815,713,71.92857142857143,14,1
816,724,73.46153846153847,13,1
817,366,67.71428571428571,7,2
818,1081,65.25,20,1
819,404,47.18181818181818,11,0
820,570,71.6,10,0
821,368,55.666666666666664,9,2
822,411,56.72727272727273,11,0
823,477,52.57142857142857,14,0
824,314,64.33333333333333,6,2
825,880,53.666666666666664,18,1
826,475,82.71428571428571,7,0
827,503,64.08333333333333,12,0
828,318,57.07692307692308,13,2
829,579,66.2,10,1
830,803,75.0,15,1
831,598,98.0,9,1
832,528,75.08333333333333,12,0
833,415,70.0,10,0
834,339,42.22222222222222,9,2
835,292,78.0,6,2
836,649,60.5,14,1
837,641,88.83333333333333,12,1
838,268,44.375,8,2
839,410,60.57142857142857,7,0
840,358,64.25,8,2
841,541,67.91666666666667,12,0
842,191,57.0,6,2
843,621,78.9090909090909,11,1
844,628,77.0,11,1
845,735,67.14285714285714,14,1
846,328,55.6,10,2
847,279,69.375,8,2
848,341,57.0,9,2
849,440,66.88888888888889,9,0
850,375,70.5,8,0
851,311,50.57142857142857,7,2
852,410,43.416666666666664,12,0
853,478,63.916666666666664,12,0
854,161,72.66666666666667,3,2
855,202,53.333333333333336,6,2
856,303,55.5,8,2
857,497,75.36363636363636,11,0
858,365,54.666666666666664,9,2
859,369,61.875,8,2
860,268,61.5,8,2
861,361,67.71428571428571,7,2
862,748,66.70588235294117,17,1
863,409,73.44444444444444,9,0
864,774,72.4375,16,1
865,563,83.88888888888889,9,0
866,511,67.2,10,0
867,416,74.2,10,0
868,567,54.86666666666667,15,0
869,247,73.4,5,2
870,601,77.45454545454545,11,1
871,449,54.083333333333336,12,0
872,480,52.25,12,0
873,596,77.0,10,1
874,134,54.5,4,2
875,672,83.81818181818181,11,1
876,538,58.0,14,0
877,377,53.111111111111114,9,0
878,282,62.5,8,2
879,210,42.57142857142857,7,2
880,68,29.0,2,2
881,506,88.25,8,0
882,351,62.375,8,2
883,528,59.63636363636363,11,0
884,818,58.35294117647059,17,1
885,911,74.3125,16,1
886,533,48.642857142857146,14,0
887,448,60.7,10,0
888,303,55.666666666666664,9,2
889,290,77.71428571428571,7,2
890,652,70.38461538461539,13,1
891,711,79.16666666666667,12,1
892,289,46.714285714285715,7,2
893,379,79.57142857142857,7,0
894,501,63.90909090909091,11,0
895,309,40.81818181818182,11,2
896,954,79.8125,16,1
897,246,31.666666666666668,9,2
898,482,81.85714285714286,7,0
899,626,64.58333333333333,12,1
900,354,61.875,8,2
901,596,78.3,10,1
902,488,68.7,10,0
903,465,79.22222222222223,9,0
904,766,59.8235294117647,17,1
905,386,46.333333333333336,12,0
906,107,33.4,5,2
907,184,37.166666666666664,6,2
908,446,53.6,10,0
909,514,79.5,10,0
910,318,44.54545454545455,11,2
911,158,49.666666666666664,6,2
912,373,62.75,8,0
913,169,46.2,5,2
914,375,62.375,8,0
915,350,72.0,6,2
916,253,88.25,4,2
917,500,55.333333333333336,12,0
918,414,71.5,10,0
919,447,65.125,8,0
920,497,61.8,10,0
921,751,71.46666666666667,15,1
922,606,81.18181818181819,11,1
923,315,38.4,10,2
924,616,67.84615384615384,13,1
925,381,50.333333333333336,12,0
926,655,67.83333333333333,12,1
927,554,70.5,10,0
928,527,55.666666666666664,12,0
929,167,28.75,8,2
930,163,48.75,4,2
931,589,62.53846153846154,13,1
932,231,58.333333333333336,6,2
933,773,63.875,16,1
934,429,61.44444444444444,9,0
935,557,79.4,10,0
936,418,62.81818181818182,11,0
937,687,81.91666666666667,12,1
938,290,78.0,5,2
939,573,77.0,10,0
940,479,52.166666666666664,12,0
941,208,40.333333333333336,6,2
942,353,56.0,8,2
943,323,46.888888888888886,9,2
944,302,42.90909090909091,11,2
945,817,75.73333333333333,15,1
946,305,61.57142857142857,7,2
947,544,55.583333333333336,12,0
948,623,63.61538461538461,13,1
949,746,56.64705882352941,17,1
950,595,74.9,10,1
951,322,58.142857142857146,7,2
952,442,67.0,10,0
953,748,74.23076923076923,13,1
954,480,69.2,10,0
955,405,72.55555555555556,9,0
956,235,38.0,6,2
957,288,55.666666666666664,6,2
958,626,58.0,14,1
959,219,63.4,5,2
960,234,63.5,6,2
961,846,63.388888888888886,18,1
962,543,61.416666666666664,12,0
963,311,45.666666666666664,9,2
964,705,70.23076923076923,13,1
965,211,40.666666666666664,6,2
966,663,49.588235294117645,17,1
967,650,70.92307692307692,13,1
968,225,50.142857142857146,7,2
969,590,66.5625,16,1
970,623,73.9,10,1
971,355,46.0,10,2
972,649,72.75,12,1
973,183,60.8,5,2
974,516,64.36363636363636,11,0
975,414,69.66666666666667,9,0
976,416,55.09090909090909,11,0
977,441,75.8,10,0
978,728,78.46666666666667,15,1
979,264,55.0,6,2
980,377,74.5,10,0
981,277,55.142857142857146,7,2
